Id,year,month,day,precip,tmax,tmin,delta_e
1685,2007,5,12,0,77.1,49,-1.134535
1686,2007,5,13,0,76.8,52.4,-0.859581
1687,2007,5,14,0,73.1,42.5,-0.615503
1688,2007,5,15,0,69.3,41.3,-0.635319
1689,2007,5,16,0,72.7,44.5,-0.985561
1690,2007,5,17,0,77,49.7,-0.397061
1691,2007,5,18,0,76.8,52.6,0.16302
1692,2007,5,19,0,77.8,54.3,0.239963
1693,2007,5,20,0,76.9,51.6,0.288615
1694,2007,5,21,0,76.6,50.9,0.565982
1695,2007,5,22,0,65.6,28.4,1.026192
1696,2007,5,23,0,53.7,30.7,1.197539
1697,2007,5,24,0,55.5,38.1,1.156253
1698,2007,5,25,0,64.6,42.7,1.018382
1699,2007,5,26,0,73.3,45.7,0.938012
1700,2007,5,27,0,77.8,52.2,0.869856
1701,2007,5,28,0,78.5,53.2,0.874501
1702,2007,5,29,0.02,75.9,44.7,0.631362
1703,2007,5,30,0,66.5,39.8,0.681413
1704,2007,5,31,0,73.1,44,0.721489
1705,2007,6,1,0,78.4,50.1,0.761456
1706,2007,6,2,0,80.4,52.3,0.829949
1707,2007,6,3,0,81.4,55.9,0.906654
1708,2007,6,4,0,82.2,56.8,1.001232
1709,2007,6,5,0,83.8,59,1.087093
1710,2007,6,6,0.33,76.8,37,-0.960751
1711,2007,6,7,0.03,49.5,33.6,0.976311
1712,2007,6,8,0,50.6,33,1.157171
1713,2007,6,9,0,68,36.9,1.004166
1714,2007,6,10,0,76.5,44.5,0.920196
1715,2007,6,11,0,78.7,51.9,0.555298
1716,2007,6,12,0,76.5,49.7,0.670792
1717,2007,6,13,0.01,75,50.5,0.08073
1718,2007,6,14,0,81.1,55.1,0.499163
1719,2007,6,15,0,86.4,58.6,0.648559
1720,2007,6,16,0,87.6,60.9,0.690683
1721,2007,6,17,0,86.5,60,0.827865
1722,2007,6,18,0,79,47.9,1.059569
1723,2007,6,19,0,79.6,47.4,1.144917
1724,2007,6,20,0,86.3,55.9,1.257411
1725,2007,6,21,0,85.2,57.6,1.282629
1726,2007,6,22,0,86.3,55.3,1.089992
1727,2007,6,23,0,90.3,61.5,1.098195
1728,2007,6,24,0,88.9,59.6,1.00912
1729,2007,6,25,0,85.4,56.4,1.114229
1730,2007,6,26,0,79.5,51.8,1.207442
1731,2007,6,27,0,85.3,52.6,1.191559
1732,2007,6,28,0,86.2,57.3,1.180626
1733,2007,6,29,0,87,57.4,1.267255
1734,2007,6,30,0,87.2,59.8,1.250952
1735,2007,7,1,0,87.7,60.6,1.230174
1736,2007,7,2,0,91.5,61.2,1.204086
1737,2007,7,3,0,91.1,60.8,1.079723
1738,2007,7,4,0,90.5,61.6,1.050474
1739,2007,7,5,0,90.9,63.6,1.017892
1740,2007,7,6,0,90.6,64.4,1.082716
1741,2007,7,7,0,94.9,66,1.043321
1742,2007,7,8,0,91,64.7,1.106908
1743,2007,7,9,0,91.1,62,1.160027
1744,2007,7,10,0,90.8,61.2,1.210807
1745,2007,7,11,0,91.4,62.9,1.258849
1746,2007,7,12,0.04,83.6,57.5,1.142116
1747,2007,7,13,0,87.1,60.1,1.226684
1748,2007,7,14,0,92.3,64.4,1.070789
1749,2007,7,15,0,91.4,67,1.113419
1750,2007,7,16,0,89.5,65.2,1.25346
1751,2007,7,17,0.09,86.3,59.1,1.134456
1752,2007,7,18,0,87.4,62.1,1.205879
1753,2007,7,19,0,89.5,64.9,1.141769
1754,2007,7,20,0,88.2,61.9,1.174098
1755,2007,7,21,0,87.6,64.4,1.204138
1756,2007,7,22,0,89.1,64.3,1.23234
1757,2007,7,23,0,88.6,66,1.258324
1758,2007,7,24,0,83.1,63.4,1.481269
1759,2007,7,25,0.04,78.3,59.3,1.751102
1760,2007,7,26,0.2,78.6,56.2,0.614172
1761,2007,7,27,0.02,82.5,55.6,1.465596
1762,2007,7,28,0,80.9,59.3,1.428453
1763,2007,7,29,0,87.6,63.3,1.442252
1764,2007,7,30,0,89.7,66,1.458205
1765,2007,7,31,0,90.6,65.6,1.471595
1766,2007,8,1,0.07,86.3,58.7,1.326807
1767,2007,8,2,0.34,80.8,58.4,-0.718553
1768,2007,8,3,0.52,72.1,58.4,-5.299962
1769,2007,8,4,0,80.2,57.2,1.520065
1770,2007,8,5,0,87,61.1,1.569466
1771,2007,8,6,0,83.7,60.8,1.616581
1772,2007,8,7,0,80.1,60.5,1.652988
1773,2007,8,8,0,80.3,56.4,1.682902
1774,2007,8,9,0,82.9,55.3,1.709
1775,2007,8,10,0,82.3,58.4,1.732575
1776,2007,8,11,0,82.5,59.8,1.652216
1777,2007,8,12,0,85,61.6,1.668028
1778,2007,8,13,0,86.3,62.1,1.481141
1779,2007,8,14,0,89.4,63.2,1.492051
1780,2007,8,15,0,88.4,66.8,1.401172
1781,2007,8,16,0,87.2,63.5,1.408836
1782,2007,8,17,0.09,86.7,58.2,0.692744
1783,2007,8,18,0,85.9,60.2,1.420331
1784,2007,8,19,0,84.3,63.2,1.325082
1785,2007,8,20,0,83.9,58.3,1.329175
1786,2007,8,21,0,85.3,54.4,1.332738
1787,2007,8,22,0,87.8,57.8,1.235869
1788,2007,8,23,0,87.6,55.2,1.238647
1789,2007,8,24,0,80.5,53.7,1.241136
1790,2007,8,25,0,84,54.3,1.143387
1791,2007,8,26,0,88.3,62.2,1.04544
1792,2007,8,27,0,86.5,56,1.14733
1793,2007,8,28,0,80.8,54.8,1.049084
1794,2007,8,29,0,80.6,58.4,1.050713
1795,2007,8,30,0,83,61.5,0.952249
1796,2007,8,31,0.03,83.7,59.7,0.661185
1797,2007,9,1,0,84.3,61.2,0.854967
1798,2007,9,2,0,86,62.5,0.756334
1799,2007,9,3,0,84.7,61.2,0.536931
1800,2007,9,4,0,85.8,58.8,0.758793
1801,2007,9,5,0,82.5,55.8,0.628744
1802,2007,9,6,0,77.5,48,0.761255
1803,2007,9,7,0,72.8,47.5,0.662517
1804,2007,9,8,0,81.3,51.6,0.663766
1805,2007,9,9,0,81.1,54.3,0.665003
1806,2007,9,10,0,77.9,49.1,0.566229
1807,2007,9,11,0,69.4,47.6,0.567447
1808,2007,9,12,0,76.6,49.6,0.568657
1809,2007,9,13,0,80.6,54,0.46986
1810,2007,9,14,0,79.9,57,0.471055
1811,2007,9,15,0,77.2,57.6,0.372243
1812,2007,9,16,0,76.5,52.2,0.373426
1813,2007,9,17,0,73.7,48,0.474604
1814,2007,9,18,0,67.4,41.7,0.475777
1815,2007,9,19,0,69.9,40.8,0.376945
1816,2007,9,20,0,68.6,46,0.378108
1817,2007,9,21,0,73.1,48.3,0.379267
1818,2007,9,22,0.02,72.4,50.2,-3.448795
1819,2007,9,23,1.01,60.2,42.1,-1.166722
1820,2007,9,24,0.06,53.6,33.8,0.39636
1821,2007,9,25,0,50.4,31.4,0.762997
1822,2007,9,26,0,55.7,32,0.698998
1823,2007,9,27,0,61.7,38.3,0.62634
1824,2007,9,28,0,67.8,44.6,-0.283827
1825,2007,9,29,0.03,66.1,41.9,0.506653
1826,2007,9,30,0,46.5,27,0.534345
1827,2007,10,1,0,61.8,29.5,0.468378
1828,2007,10,2,0,63.3,31.7,0.401573
1829,2007,10,3,0,58.6,29.7,0.468717
1830,2007,10,4,0,69.7,44.5,0.048869
1831,2007,10,5,0,68.5,47.7,-0.092365
1832,2007,10,6,0.15,52.1,28.9,0.033512
1833,2007,10,7,0,43.6,26.4,0.071389
1834,2007,10,8,0,50.2,26.9,0.118729
1835,2007,10,9,0,63.6,33.9,0.111662
1836,2007,10,10,0,68.9,39,-0.109446
1837,2007,10,11,0,65.6,38.5,-0.100372
1838,2007,10,12,0,58.7,34.8,-0.091608
1839,2007,10,13,0,56.9,39.8,-0.092622
1840,2007,10,14,0.11,51.4,36.1,-0.712082
1841,2007,10,15,0.03,56.8,37.4,-0.62116
1842,2007,10,16,0,63,39.3,-0.231782
1843,2007,10,17,0,55.9,34.1,-0.209034
1844,2007,10,18,0.01,44.4,27.9,-0.194042
1845,2007,10,19,0.04,52.9,25.6,-0.20316
1846,2007,10,20,0,68.3,40.2,-0.165966
1847,2007,10,21,0,56.4,26.1,-0.151688
1848,2007,10,22,0,40.7,23.8,-0.136938
1849,2007,10,23,0,52.3,26.5,-0.121872
1850,2007,10,24,0,58.3,35.4,-0.106964
1851,2007,10,25,0,66.7,37.2,-0.19859
1852,2007,10,26,0,70.1,41.3,-0.17405
1853,2007,10,27,0,59.9,37.8,-0.150267
1854,2007,10,28,0,58.6,37.9,-0.136563
1855,2007,10,29,0,64.8,40.4,-0.120838
1856,2007,10,30,0,62.9,41.6,-0.101982
1857,2007,10,31,0,58.2,33.8,-0.087127
1858,2007,11,1,0,51.3,30.8,-0.07487
1859,2007,11,2,0,54.9,28.9,-0.161727
1860,2007,11,3,0,49.6,27.7,-0.147342
1861,2007,11,4,0,53.7,28.4,-0.133282
1862,2007,11,5,0,56.9,29.5,-0.11782
1863,2007,11,6,0,60.6,34.4,-0.101924
1864,2007,11,7,0,60.9,35.8,-0.084749
1865,2007,11,8,0,63.4,37.9,-0.168156
1866,2007,11,9,0,64.4,40.7,-0.150889
1867,2007,11,10,0,58.6,40.3,-0.134016
1868,2007,11,11,0,61.8,38.4,-0.117735
1869,2007,11,12,0.03,50.9,28.7,-0.200092
1870,2007,11,13,0,49.6,25.5,-0.089021
1871,2007,11,14,0,60.4,33,-0.075382
1872,2007,11,15,0,44.5,24.4,-0.061947
1873,2007,11,16,0,59,31,-0.048847
1874,2007,11,17,0,60,37.2,-0.035952
1875,2007,11,18,0,62.5,37.9,-0.123227
1876,2007,11,19,0,65,37.8,-0.110269
1877,2007,11,20,0,64.2,32.2,-0.097488
1878,2007,11,21,0,41.5,14.3,-0.186936
1879,2007,11,22,0,30.6,11.6,-0.178372
1880,2007,11,23,0,30,12,-0.169449
1881,2007,11,24,0,35.8,14.7,-0.260879
1882,2007,11,25,0,44.1,19.6,-0.252652
1883,2007,11,26,0,48.8,24.3,-0.24476
1884,2007,11,27,0,44.1,24,-0.336983
1885,2007,11,28,0,47.2,14.3,-0.429691
1886,2007,11,29,0,42.8,14.2,-0.622885
1887,2007,11,30,0,46.7,24.4,-0.816328
1888,2007,12,1,0.05,43.4,23.1,-1.029484
1889,2007,12,2,0.07,31.3,11.7,-1.004222
1890,2007,12,3,0,39,13.4,-0.998689
1891,2007,12,4,0,56.3,28.1,-0.99356
1892,2007,12,5,0,59.5,33.9,-0.993082
1893,2007,12,6,0,48.9,29.1,-0.984496
1894,2007,12,7,0.2,41.7,29.3,-1.010864
1895,2007,12,8,0.47,38,26.6,-0.982493
1896,2007,12,9,0.94,28.7,19.7,-0.974608
1897,2007,12,10,0.01,26.6,8.8,-1.072125
1898,2007,12,11,0.05,25.2,7.7,-1.069916
1899,2007,12,12,0,26,4.6,-1.067932
1900,2007,12,13,0,31.3,6.5,-1.06613
1901,2007,12,14,0,31,7,-1.064486
1902,2007,12,15,0,24.3,3.4,-1.062968
1903,2007,12,16,0,34.1,10.9,-1.061547
1904,2007,12,17,0,35.8,16.4,-1.060206
1905,2007,12,18,0,38.9,20.6,-1.058931
1906,2007,12,19,0.04,37.3,23.3,-1.061925
1907,2007,12,20,0,41.2,26.9,-1.05655
1908,2007,12,21,0.18,40.7,14.9,-1.057631
1909,2007,12,22,0,23.6,3,-1.054303
1910,2007,12,23,0,27.4,7.6,-1.053218
1911,2007,12,24,0,39.4,22.1,-1.052154
1912,2007,12,25,0.06,47,13.3,-1.07129
1913,2007,12,26,0,24.4,6.4,-1.050149
1914,2007,12,27,0.1,28.8,7.5,-1.049125
1915,2007,12,28,0,22.1,3.9,-1.048112
1916,2007,12,29,0,29.5,10.1,-1.047108
1917,2007,12,30,0,33.6,13.6,-1.046112
1918,2007,12,31,0,40.7,9.2,-1.045122
1919,2008,1,1,0,26.5,4.1,-1.044146
1920,2008,1,2,0,34.2,13.2,-1.043179
1921,2008,1,3,0,49.1,21.3,-1.042215
1922,2008,1,4,0,45.6,28.4,-1.041253
1923,2008,1,5,0.27,44.4,31.5,-1.142643
1924,2008,1,6,0.35,34.6,24.4,-1.039652
1925,2008,1,7,0,32.6,13.4,-1.038676
1926,2008,1,8,0,32.5,10.8,-1.037701
1927,2008,1,9,0,38.3,15.1,-1.03673
1928,2008,1,10,0,35.1,15.7,-1.035763
1929,2008,1,11,0,43.3,17.5,-1.034793
1930,2008,1,12,0,39.7,16.2,-1.033836
1931,2008,1,13,0,42,17.9,-1.032871
1932,2008,1,14,0,36.7,14.2,-1.031915
1933,2008,1,15,0,44.2,19.7,-1.030962
1934,2008,1,16,0,44.1,2.1,-1.030015
1935,2008,1,17,0,18.4,-1.6,-1.029051
1936,2008,1,18,0,26.9,5.8,-1.0281
1937,2008,1,19,0,33.1,12.2,-1.027148
1938,2008,1,20,0,41.1,17.2,-1.026198
1939,2008,1,21,0.06,40.9,20.3,-1.040615
1940,2008,1,22,0.18,28.1,13.6,-1.024327
1941,2008,1,23,0.01,24.2,5.8,-1.023385
1942,2008,1,24,0.03,24,6.1,-1.022443
1943,2008,1,25,0.04,29.2,13.7,-1.021502
1944,2008,1,26,0,34.1,18.3,-1.020566
1945,2008,1,27,0,39.1,17.6,-1.01963
1946,2008,1,28,0.13,40.3,26.2,-1.058237
1947,2008,1,29,0.25,29.6,6,-1.017823
1948,2008,1,30,0,30.2,4.3,-1.016888
1949,2008,1,31,0,23.5,3.1,-1.015956
1950,2008,2,1,0,38.8,5.6,-1.015025
1951,2008,2,2,0.03,33.3,15.5,-1.014096
1952,2008,2,3,0.08,31,17.9,-1.013169
1953,2008,2,4,0.25,29.2,12.1,-1.012244
1954,2008,2,5,0,25.3,4.2,-1.011319
1955,2008,2,6,0,25.8,5,-1.010397
1956,2008,2,7,0,36.2,13.7,-1.009476
1957,2008,2,8,0,45.7,18.2,-1.008555
1958,2008,2,9,0,45.6,19.7,-1.007638
1959,2008,2,10,0,47.3,24.1,-1.00672
1960,2008,2,11,0,50.6,27.7,-1.00587
1961,2008,2,12,0,45.6,24.1,-0.964891
1962,2008,2,13,0,48.2,24.7,-0.983978
1963,2008,2,14,0.15,48.3,13.4,-1.012627
1964,2008,2,15,0.07,22.7,9.7,-0.982193
1965,2008,2,16,0,33.2,9.1,-0.981281
1966,2008,2,17,0,42.8,16.5,-0.98037
1967,2008,2,18,0,39.7,18.5,-0.979461
1968,2008,2,19,0,43.9,19.5,-0.978555
1969,2008,2,20,0,46.4,22.4,-0.957648
1970,2008,2,21,0.23,35.5,26.5,-0.908385
1971,2008,2,22,0.37,36.9,26.8,-0.909046
1972,2008,2,23,0.06,37,22.1,-0.92737
1973,2008,2,24,0.01,39.6,25.9,-0.912074
1974,2008,2,25,0.21,38.8,25.5,-0.861916
1975,2008,2,26,0,44,23,-0.872303
1976,2008,2,27,0,43.9,22.2,-0.801401
1977,2008,2,28,0,54.1,26,-0.800501
1978,2008,2,29,0,50.6,27.3,-0.6896
1979,2008,3,1,0,57.4,28.7,-0.688702
1980,2008,3,2,0,53.2,21.5,-0.688242
1981,2008,3,3,0,33.6,13.5,-0.686912
1982,2008,3,4,0,44.7,14.9,-0.686018
1983,2008,3,5,0,45.8,17,-0.685123
1984,2008,3,6,0,34.7,12.1,-0.684231
1985,2008,3,7,0,40.6,13,-0.683341
1986,2008,3,8,0.04,47.2,23.2,-0.682449
1987,2008,3,9,0.01,45.1,22.6,-0.525649
1988,2008,3,10,0,41.9,21.8,-0.580714
1989,2008,3,11,0,50.6,25.4,-0.679825
1990,2008,3,12,0,59,30.8,-0.581584
1991,2008,3,13,0,53.5,30.5,-0.580139
1992,2008,3,14,0.02,53.1,30,-0.579101
1993,2008,3,15,0,42.3,23.2,-0.576315
1994,2008,3,16,0.06,33.1,17.5,-0.575428
1995,2008,3,17,0,31.4,15.5,-0.574543
1996,2008,3,18,0,42.2,18,-0.573661
1997,2008,3,19,0,48.4,25.4,-0.57278
1998,2008,3,20,0,55.5,30.1,-0.576922
1999,2008,3,21,0,51,27.4,-0.57245
2000,2008,3,22,0,51.1,24.3,-0.570542
2001,2008,3,23,0,44.6,21.5,-0.469288
2002,2008,3,24,0,55.7,24.8,-0.468408
2003,2008,3,25,0,59.8,33.3,-0.473683
2004,2008,3,26,0,59.4,33.2,-0.383947
2005,2008,3,27,0,57.5,28.8,-0.482497
2006,2008,3,28,0,43.4,19.9,-0.592193
2007,2008,3,29,0,48.4,25.1,-0.575486
2008,2008,3,30,0.12,53.5,22.8,-0.58889
2009,2008,3,31,0.08,34.2,21.8,-0.570167
2010,2008,4,1,0,34.1,18.1,-0.36793
2011,2008,4,2,0,45.8,19.1,-0.565957
2012,2008,4,3,0,44.5,24.9,-0.564185
2013,2008,4,4,0,45.7,24.2,-0.562576
2014,2008,4,5,0,52.5,27.6,-0.561679
2015,2008,4,6,0,49.1,26.4,-0.55974
2016,2008,4,7,0,52.1,27.8,-0.559311
2017,2008,4,8,0,46.3,23.3,-0.55727
2018,2008,4,9,0.02,42.8,24.8,-0.703917
2019,2008,4,10,0,39.8,22.6,-0.655075
2020,2008,4,11,0,44.2,21.3,-0.654025
2021,2008,4,12,0,46,21.2,-0.653008
2022,2008,4,13,0,57.7,29.3,-0.653185
2023,2008,4,14,0,62.7,35.2,-0.560035
2024,2008,4,15,0,68.9,44.8,-0.552116
2025,2008,4,16,0,52.7,21.3,-0.584162
2026,2008,4,17,0,38.7,18.7,-0.676911
2027,2008,4,18,0,53.8,21.4,-0.670775
2028,2008,4,19,0,63.6,35.6,-0.66619
2029,2008,4,20,0,59.8,39.2,-0.726177
2030,2008,4,21,0,45.2,18.2,-0.685177
2031,2008,4,22,0,49.6,16.7,-0.577108
2032,2008,4,23,0.04,62.2,31.4,-0.627019
2033,2008,4,24,0,57.7,33.2,-0.587102
2034,2008,4,25,0,46.2,24,-0.600833
2035,2008,4,26,0,57,26,-0.57581
2036,2008,4,27,0,52.7,28.1,-0.568235
2037,2008,4,28,0,60.8,29.5,-0.467079
2038,2008,4,29,0,71.5,43.6,-0.633417
2039,2008,4,30,0,68.4,42.8,-0.667949
2040,2008,5,1,0,45.8,24,-0.608968
2041,2008,5,2,0,44,22.9,-0.457728
2042,2008,5,3,0,50.9,26.4,-0.413941
2043,2008,5,4,0,55.9,34.6,-0.648794
2044,2008,5,5,0,60.4,38.5,-1.002217
2045,2008,5,6,0,63.3,41.1,-1.770805
2046,2008,5,7,0,67.5,45.9,-2.535436
2047,2008,5,8,0.25,60.2,34.1,-5.947511
2048,2008,5,9,0.01,58.6,34.1,-4.891205
2049,2008,5,10,0,60.1,30.9,-5.174561
2050,2008,5,11,0,57.8,28.9,-5.426302
2051,2008,5,12,0,69.4,38.3,-7.246211
2052,2008,5,13,0.03,43.2,27.5,-5.77393
2053,2008,5,14,0.01,55.3,30.6,-6.691238
2054,2008,5,15,0,61.8,41.4,-8.021984
2055,2008,5,16,0,63.5,41.4,-8.286555
2056,2008,5,17,0,70.8,44.5,-9.172496
2057,2008,5,18,0,77.3,49.2,-10.117284
2058,2008,5,19,0,83.4,54.4,-10.660679
2059,2008,5,20,0,83.6,55.9,-9.992084
2060,2008,5,21,0.03,83.1,42.1,-11.63544
2061,2008,5,22,0.01,51.3,32.7,-11.782661
2062,2008,5,23,0.05,42.7,31.1,-11.698304
2063,2008,5,24,0.18,45.3,30,-11.403752
2064,2008,5,25,0,53.5,31.9,-11.256727
2065,2008,5,26,0.02,51.3,34.9,-13.099738
2066,2008,5,27,0.01,54.3,36.8,-12.125935
2067,2008,5,28,0,62.1,37.6,-14.505177
2068,2008,5,29,0,62.6,38.3,-13.415654
2069,2008,5,30,0,63,38.5,-12.931075
2070,2008,5,31,0,67.2,40.9,-12.510363
2071,2008,6,1,0,73.1,46.1,-11.855314
2072,2008,6,2,0,74.9,46,-11.122484
2073,2008,6,3,0,72.1,45,-10.066162
2074,2008,6,4,0,72,43.3,-10.868898
2075,2008,6,5,0.5,51.5,34.1,-9.856588
2076,2008,6,6,0.03,61.8,38.1,-10.059821
2077,2008,6,7,0.01,74.2,39.5,-14.671714
2078,2008,6,8,0.03,56.3,35.4,-11.671688
2079,2008,6,9,0,63.1,35.6,-11.025635
2080,2008,6,10,0,76.2,44.9,-10.702177
2081,2008,6,11,0,76.5,37.5,-9.815664
2082,2008,6,12,0,60.8,35.1,-8.918155
2083,2008,6,13,0,65.6,36,-8.342871
2084,2008,6,14,0,76.7,45.7,-7.985779
2085,2008,6,15,0,82.8,55,-7.514146
2086,2008,6,16,0,84,56.2,-6.831838
2087,2008,6,17,0,85.1,57.6,-5.915634
2088,2008,6,18,0,85.8,57.3,-5.402418
2089,2008,6,19,0,83,54.2,-3.928713
2090,2008,6,20,0,82.1,52.9,-3.366408
2091,2008,6,21,0,84,56.5,-2.940772
2092,2008,6,22,0,86.5,58.6,-2.469472
2093,2008,6,23,0,84.2,58.8,-2.939496
2094,2008,6,24,0,84.2,58,-2.47997
2095,2008,6,25,0,86.6,58,-2.012617
2096,2008,6,26,0,83.9,56.7,-1.522048
2097,2008,6,27,0,84.8,55.6,-1.066468
2098,2008,6,28,0,84,55.7,-0.624994
2099,2008,6,29,0,87.3,59,-0.189912
2100,2008,6,30,0,86.8,63.7,0.049575
2101,2008,7,1,0,87.1,64.5,0.395532
2102,2008,7,2,0,87.7,62.7,0.711498
2103,2008,7,3,0,88.5,60.5,1.008312
2104,2008,7,4,0,90.8,66.3,1.055886
2105,2008,7,5,0,87,66.5,1.372006
2106,2008,7,6,0,86.8,61.8,1.606067
2107,2008,7,7,0,81.1,57.2,1.742295
2108,2008,7,8,0,84.5,57.9,1.809499
2109,2008,7,9,0,85.2,59.4,1.897041
2110,2008,7,10,0,87.6,61.4,1.964679
2111,2008,7,11,0,90.5,63.8,2.025056
2112,2008,7,12,0,82.5,59.3,1.889944
2113,2008,7,13,0,82.7,58.4,1.903536
2114,2008,7,14,0,78,63.1,1.922311
2115,2008,7,15,0,82.4,63.1,2.015475
2116,2008,7,16,0.04,83,58.7,1.953418
2117,2008,7,17,0.03,82.3,58,1.60196
2118,2008,7,18,0,83.4,60,1.576646
2119,2008,7,19,0,89.6,61.2,1.532278
2120,2008,7,20,0,89.7,61.7,1.811809
2121,2008,7,21,0.07,82.9,55.9,1.102919
2122,2008,7,22,0,80.9,56.7,1.712788
2123,2008,7,23,0,85,57.2,1.757446
2124,2008,7,24,0,87.3,58,1.80484
2125,2008,7,25,0,89.5,60.8,1.645332
2126,2008,7,26,0,90.9,64.7,1.578516
2127,2008,7,27,0.01,90.2,61.3,1.827268
2128,2008,7,28,0.17,83.6,56.2,0.492418
2129,2008,7,29,0,87.3,58.9,1.784089
2130,2008,7,30,0,87.4,58.3,1.798453
2131,2008,7,31,0,88,60.3,1.59615
2132,2008,8,1,0,89.6,62,1.589867
2133,2008,8,2,0,90.4,60.8,1.574676
2134,2008,8,3,0,88.7,61.4,1.656234
2135,2008,8,4,0,88.2,61.8,1.628503
2136,2008,8,5,0,88.7,62.8,1.59462
2137,2008,8,6,0.59,80.4,57.7,-18.609011
2138,2008,8,7,0.49,81.1,58.3,-41.563956
2139,2008,8,8,0.06,78.2,60.1,-6.522133
2140,2008,8,9,0,80.8,58.4,-3.61677
2141,2008,8,10,0,83.3,56.9,-2.891385
2142,2008,8,11,0,84.5,55.7,-2.420761
2143,2008,8,12,0,80.8,54.2,-1.987499
2144,2008,8,13,0,86.2,56.6,-1.77476
2145,2008,8,14,0,86.7,60.6,-1.535654
2146,2008,8,15,0,88.5,59.7,-1.4538
2147,2008,8,16,0,82.4,55.4,-1.199253
2148,2008,8,17,0,78.3,54,-1.114677
2149,2008,8,18,0,81.2,55.5,-1.06795
2150,2008,8,19,0,85.8,58.4,-0.906199
2151,2008,8,20,0,83.9,56.8,-0.9721
2152,2008,8,21,0,82.3,56.1,-0.938775
2153,2008,8,22,0,86.2,57.6,-0.92691
2154,2008,8,23,0,82.2,54.8,-0.81271
2155,2008,8,24,0,87,58,-0.825529
2156,2008,8,25,0,88.4,59.9,-0.919883
2157,2008,8,26,0,85.5,61.1,-0.825477
2158,2008,8,27,0,79.3,55.3,-0.744222
2159,2008,8,28,0,80.8,53,-0.786966
2160,2008,8,29,0,80.6,54.4,-0.718409
2161,2008,8,30,0,82.7,56.7,-0.659886
2162,2008,8,31,0.07,85.9,54.7,-1.554467
2163,2008,9,1,0.57,75.1,44.3,-12.280184
2164,2008,9,2,0,62,38.3,-0.347681
2165,2008,9,3,0,64.1,38.8,-0.273301
2166,2008,9,4,0,72.1,46.3,-0.4987
2167,2008,9,5,0,78.2,47.6,-0.782635
2168,2008,9,6,0,73.2,46.2,-0.683345
2169,2008,9,7,0,76.4,49.2,-0.629747
2170,2008,9,8,0,79.9,53.4,-0.656513
2171,2008,9,9,0,79.7,54.7,-0.439667
2172,2008,9,10,0.11,71.9,49,-2.388549
2173,2008,9,11,0.01,66.1,46.8,-0.558092
2174,2008,9,12,0,65,42.5,-0.479335
2175,2008,9,13,0,71.3,43.6,-0.514557
2176,2008,9,14,0,74.7,50.9,-0.537036
2177,2008,9,15,0,77.1,51.2,-0.464388
2178,2008,9,16,0,76.7,52.1,-0.488674
2179,2008,9,17,0,79.4,53.1,-0.424564
2180,2008,9,18,0,76,53.1,-0.350335
2181,2008,9,19,0,73.6,51.7,-0.667469
2182,2008,9,20,0,75.3,53.5,-0.345777
2183,2008,9,21,0,72.4,47.3,-0.385696
2184,2008,9,22,0,72.2,44,-0.336512
2185,2008,9,23,0,64.7,41.4,-0.286322
2186,2008,9,24,0,68.7,40,-0.253729
2187,2008,9,25,0,76.1,47.1,-0.308826
2188,2008,9,26,0,77.3,51.8,-0.253662
2189,2008,9,27,0,77.7,52.6,-0.202791
2190,2008,9,28,0.06,73.9,51.9,-2.131464
2191,2008,9,29,0,74.2,53.1,-0.204275
2192,2008,9,30,0,74.3,52.9,-0.26101
2193,2008,10,1,0,74.9,51.9,-0.222596
2194,2008,10,2,0,75.5,52.6,-0.17926
2195,2008,10,3,0.01,73,47.2,-0.10895
2196,2008,10,4,0.05,68.8,46.4,-0.598794
2197,2008,10,5,0.14,52.6,37.7,-0.563037
2198,2008,10,6,0,53.5,35.3,-0.283347
2199,2008,10,7,0,59,37.7,-0.36524
2200,2008,10,8,0,70,42.6,-0.372027
2201,2008,10,9,0,69,43.3,-0.338775
2202,2008,10,10,0,66.7,28.9,-0.314436
2203,2008,10,11,0.26,39,23.2,-1.133781
2204,2008,10,12,0.08,31.2,16.8,-0.21332
2205,2008,10,13,0,32,19.3,-0.199121
2206,2008,10,14,0,39.8,20.2,-0.185557
2207,2008,10,15,0,52.2,27.4,-0.172765
2208,2008,10,16,0,64.3,34.9,-0.186652
2209,2008,10,17,0,64.8,40.8,-0.258822
2210,2008,10,18,0,68.2,42.9,-0.254591
2211,2008,10,19,0,66.8,43.9,-0.338296
2212,2008,10,20,0,64.2,42.8,-0.321197
2213,2008,10,21,0,64.3,41.3,-0.315361
2214,2008,10,22,0,58.6,28.5,-0.403026
2215,2008,10,23,0,48.5,26.8,-0.296877
2216,2008,10,24,0,58.3,31.5,-0.391041
2217,2008,10,25,0,60.3,36.1,-0.384765
2218,2008,10,26,0,67.4,38.6,-0.378197
2219,2008,10,27,0,62,39,-0.372374
2220,2008,10,28,0,69.4,40.9,-0.472732
2221,2008,10,29,0,70.7,45.5,-0.467121
2222,2008,10,30,0,69.4,44.8,-0.460952
2223,2008,10,31,0,67.9,44.3,-0.45675
2224,2008,11,1,0.02,61,48.1,-0.752561
2225,2008,11,2,0.05,60.3,46.4,-0.328769
2226,2008,11,3,0.27,51.1,34,-0.152542
2227,2008,11,4,0,50.2,33,-0.508283
2228,2008,11,5,0,42.2,24.4,-0.247074
2229,2008,11,6,0,36.4,19,-0.144574
